"block","date","time","balance"
"3,303,146","2021/04/28 01:43:01 +02:00","1619566981","20998652.0680 RBTC"
"3,302,520","2021/04/27 20:21:08 +02:00","1619547668","20998652.0280 RBTC"
"3,301,670","2021/04/27 13:21:07 +02:00","1619522467","20998651.9932 RBTC"
"3,299,796","2021/04/26 21:48:30 +02:00","1619466510","20998651.0532 RBTC"
"3,299,075","2021/04/26 15:27:14 +02:00","1619443634","20998649.2532 RBTC"
"3,298,689","2021/04/26 12:03:51 +02:00","1619431431","20998648.7532 RBTC"
"3,297,773","2021/04/26 04:13:33 +02:00","1619403213","20998646.7542 RBTC"
"3,297,525","2021/04/26 02:09:14 +02:00","1619395754","20998644.7542 RBTC"
"3,296,598","2021/04/25 18:12:23 +02:00","1619367143","20998714.7542 RBTC"
"3,296,399","2021/04/25 16:33:01 +02:00","1619361181","20998713.6662 RBTC"
"3,293,020","2021/04/24 11:42:04 +02:00","1619257324","20998713.6462 RBTC"
"3,291,313","2021/04/23 21:13:40 +02:00","1619205220","20998770.6462 RBTC"
"3,291,193","2021/04/23 20:17:49 +02:00","1619201869","20998770.5462 RBTC"
"3,290,999","2021/04/23 18:41:24 +02:00","1619196084","20998753.3462 RBTC"
"3,290,917","2021/04/23 17:55:05 +02:00","1619193305","20998752.6928 RBTC"
"3,290,720","2021/04/23 16:21:22 +02:00","1619187682","20998749.5195 RBTC"
"3,290,700","2021/04/23 16:12:18 +02:00","1619187138","20998781.3195 RBTC"
"3,290,273","2021/04/23 12:40:51 +02:00","1619174451","20998823.3195 RBTC"
"3,289,884","2021/04/23 09:17:46 +02:00","1619162266","20998822.3205 RBTC"
"3,288,768","2021/04/22 23:46:38 +02:00","1619127998","20998822.3115 RBTC"
"3,288,655","2021/04/22 22:50:24 +02:00","1619124624","20998819.7135 RBTC"
"3,287,287","2021/04/22 11:31:35 +02:00","1619083895","20998819.7047 RBTC"
"3,287,080","2021/04/22 09:43:05 +02:00","1619077385","20998819.6957 RBTC"
"3,286,092","2021/04/22 01:19:31 +02:00","1619047171","20998810.6957 RBTC"
"3,282,577","2021/04/20 18:29:50 +02:00","1618936190","20998809.1870 RBTC"
"3,282,671","2021/04/20 19:15:50 +02:00","1618938950","20998810.6869 RBTC"
"3,282,142","2021/04/20 14:35:11 +02:00","1618922111","20998807.5880 RBTC"
"3,281,244","2021/04/20 06:38:34 +02:00","1618893514","20998807.5799 RBTC"
"3,280,292","2021/04/19 22:16:21 +02:00","1618863381","20998805.9940 RBTC"
"3,280,002","2021/04/19 19:36:50 +02:00","1618853810","20998796.9440 RBTC"
"3,279,842","2021/04/19 18:21:00 +02:00","1618849260","20998796.7528 RBTC"
"3,279,852","2021/04/19 18:25:47 +02:00","1618849547","20998796.7528 RBTC"
"3,279,863","2021/04/19 18:30:42 +02:00","1618849842","20998796.7528 RBTC"
"3,279,865","2021/04/19 18:32:08 +02:00","1618849928","20998796.9340 RBTC"
"3,278,293","2021/04/19 04:34:39 +02:00","1618799679","20998796.7428 RBTC"
"3,278,369","2021/04/19 05:13:57 +02:00","1618802037","20998796.7528 RBTC"
"3,276,989","2021/04/18 17:15:50 +02:00","1618758950","20998796.7343 RBTC"
"3,276,738","2021/04/18 15:06:15 +02:00","1618751175","20998796.7162 RBTC"
"3,275,534","2021/04/18 04:39:00 +02:00","1618713540","20998796.3373 RBTC"
"3,275,442","2021/04/18 03:51:28 +02:00","1618710688","20998796.3273 RBTC"
"3,274,803","2021/04/17 22:12:37 +02:00","1618690357","20998796.3386 RBTC"
"3,274,628","2021/04/17 20:41:57 +02:00","1618684917","20998796.3193 RBTC"
"3,271,994","2021/04/16 21:42:09 +02:00","1618602129","20998796.3094 RBTC"
"3,271,868","2021/04/16 20:34:50 +02:00","1618598090","20998836.3094 RBTC"
"3,271,713","2021/04/16 19:06:50 +02:00","1618592810","20998836.2994 RBTC"
"3,271,102","2021/04/16 13:24:50 +02:00","1618572290","20998866.2994 RBTC"
"3,269,644","2021/04/15 23:45:09 +02:00","1618523109","20998866.2894 RBTC"
"3,268,362","2021/04/15 12:21:42 +02:00","1618482102","20998936.2894 RBTC"
"3,268,252","2021/04/15 11:22:31 +02:00","1618478551","20998936.3388 RBTC"
"3,267,537","2021/04/15 04:51:54 +02:00","1618455114","20998936.2583 RBTC"
"3,266,889","2021/04/14 22:56:29 +02:00","1618433789","20998935.5857 RBTC"
"3,266,502","2021/04/14 19:09:12 +02:00","1618420152","20998935.5752 RBTC"
"3,266,271","2021/04/14 17:00:17 +02:00","1618412417","20998934.5752 RBTC"
"3,266,094","2021/04/14 15:19:03 +02:00","1618406343","20998934.2052 RBTC"
"3,266,114","2021/04/14 15:30:28 +02:00","1618407028","20998933.7052 RBTC"
"3,265,635","2021/04/14 10:48:29 +02:00","1618390109","20998933.7143 RBTC"
"3,265,574","2021/04/14 10:12:49 +02:00","1618387969","20998934.3884 RBTC"
"3,265,234","2021/04/14 07:11:03 +02:00","1618377063","20998934.0069 RBTC"
"3,265,074","2021/04/14 05:45:29 +02:00","1618371929","20998991.0069 RBTC"
"3,264,527","2021/04/14 00:39:13 +02:00","1618353553","20998992.0069 RBTC"
"3,262,956","2021/04/13 09:36:19 +02:00","1618299379","20998992.6999 RBTC"
"3,262,717","2021/04/13 07:24:08 +02:00","1618291448","20999064.6999 RBTC"
"3,261,344","2021/04/12 19:24:32 +02:00","1618248272","20999076.6999 RBTC"
"3,260,500","2021/04/12 11:36:25 +02:00","1618220185","20999076.6899 RBTC"
"3,258,065","2021/04/11 14:03:33 +02:00","1618142613","20999076.7898 RBTC"
"3,256,010","2021/04/10 19:45:03 +02:00","1618076703","20999076.8304 RBTC"
"3,255,767","2021/04/10 17:35:38 +02:00","1618068938","20999076.8504 RBTC"
"3,255,804","2021/04/10 17:54:11 +02:00","1618070051","20999076.7804 RBTC"
"3,255,634","2021/04/10 16:23:28 +02:00","1618064608","20999074.8504 RBTC"
"3,254,636","2021/04/10 07:21:33 +02:00","1618032093","20999074.8419 RBTC"
"3,253,746","2021/04/09 23:40:02 +02:00","1618004402","20999074.8549 RBTC"
"3,253,661","2021/04/09 22:50:55 +02:00","1618001455","20999074.8234 RBTC"
"3,253,174","2021/04/09 18:33:10 +02:00","1617985990","20999074.8144 RBTC"
"3,252,266","2021/04/09 10:33:49 +02:00","1617957229","20999074.8059 RBTC"
"3,250,631","2021/04/08 19:12:55 +02:00","1617901975","20999074.8459 RBTC"
"3,248,148","2021/04/07 21:00:13 +02:00","1617822013","20999074.8359 RBTC"
"3,236,048","2021/04/03 06:15:15 +02:00","1617423315","20999074.8959 RBTC"
"3,233,963","2021/04/02 10:51:10 +02:00","1617353470","20999104.8959 RBTC"
"3,231,219","2021/04/01 09:39:21 +02:00","1617262761","20999135.8859 RBTC"
"3,230,503","2021/04/01 03:16:01 +02:00","1617239761","20999135.8959 RBTC"
"3,230,405","2021/04/01 02:23:53 +02:00","1617236633","20999150.8959 RBTC"
"3,228,115","2021/03/31 05:18:09 +02:00","1617160689","20999150.8869 RBTC"
"3,225,410","2021/03/30 04:06:29 +02:00","1617069989","20999169.8869 RBTC"
"3,224,244","2021/03/29 17:39:32 +02:00","1617032372","20999201.8869 RBTC"
"3,221,247","2021/03/28 15:09:24 +02:00","1616936964","20999201.9862 RBTC"
"3,220,436","2021/03/28 08:00:16 +02:00","1616911216","20999202.1820 RBTC"
"3,217,066","2021/03/27 01:28:12 +02:00","1616801292","20999252.1820 RBTC"
"3,215,957","2021/03/26 15:33:25 +02:00","1616765605","20999252.6026 RBTC"
"3,215,024","2021/03/26 07:06:52 +02:00","1616735212","20999304.6026 RBTC"
"3,213,211","2021/03/25 14:36:44 +02:00","1616675804","20999320.6026 RBTC"
"3,212,470","2021/03/25 08:03:30 +02:00","1616652210","20999344.6026 RBTC"
"3,212,010","2021/03/25 03:48:07 +02:00","1616636887","20999344.9026 RBTC"
"3,210,260","2021/03/24 11:57:07 +02:00","1616579827","20999356.9026 RBTC"
"3,209,721","2021/03/24 07:09:37 +02:00","1616562577","20999371.9026 RBTC"
"3,209,629","2021/03/24 06:21:16 +02:00","1616559676","20999372.3024 RBTC"
"3,209,443","2021/03/24 04:33:16 +02:00","1616553196","20999372.3144 RBTC"
"3,207,942","2021/03/23 14:53:49 +02:00","1616504029","20999386.3144 RBTC"
"3,207,581","2021/03/23 11:39:27 +02:00","1616492367","20999386.1774 RBTC"
"3,206,281","2021/03/22 23:49:00 +02:00","1616449740","20999386.1878 RBTC"
"3,202,419","2021/03/21 13:42:59 +02:00","1616326979","20999386.2006 RBTC"
"3,201,761","2021/03/21 07:54:33 +02:00","1616306073","20999386.2305 RBTC"
"3,199,689","2021/03/20 13:57:22 +02:00","1616241442","20999386.4695 RBTC"
"3,199,270","2021/03/20 10:24:51 +02:00","1616228691","20999386.4795 RBTC"
"3,197,304","2021/03/19 17:48:25 +02:00","1616168905","20999396.4795 RBTC"
"3,196,932","2021/03/19 14:33:08 +02:00","1616157188","20999396.5094 RBTC"
"3,195,221","2021/03/18 23:53:25 +02:00","1616104405","20999408.5094 RBTC"
"3,193,921","2021/03/18 12:42:21 +02:00","1616064141","20999408.4984 RBTC"
"3,193,305","2021/03/18 07:21:22 +02:00","1616044882","20999409.0977 RBTC"
"3,191,530","2021/03/17 15:30:22 +02:00","1615987822","20999414.0977 RBTC"
"3,188,524","2021/03/16 12:51:33 +02:00","1615891893","20999414.1477 RBTC"
"3,184,621","2021/03/15 03:15:50 +02:00","1615770950","20999419.1477 RBTC"
"3,183,406","2021/03/14 16:36:55 +02:00","1615732615","20999419.1397 RBTC"
"3,182,838","2021/03/14 11:42:44 +02:00","1615714964","20999419.1837 RBTC"
"3,179,071","2021/03/13 02:42:28 +02:00","1615596148","20999419.2933 RBTC"
"3,178,166","2021/03/12 18:42:22 +02:00","1615567342","20999419.3853 RBTC"
"3,175,726","2021/03/11 20:48:05 +02:00","1615488485","20999419.3953 RBTC"
"3,170,676","2021/03/09 23:57:21 +02:00","1615327041","20999419.4053 RBTC"
"3,166,790","2021/03/08 13:27:05 +02:00","1615202825","20999419.4422 RBTC"
"3,166,602","2021/03/08 11:42:05 +02:00","1615196525","20999419.4552 RBTC"
"3,166,358","2021/03/08 09:33:30 +02:00","1615188810","20999419.6447 RBTC"
"3,159,641","2021/03/05 23:15:06 +02:00","1614978906","20999419.8037 RBTC"
"3,158,373","2021/03/05 12:10:44 +02:00","1614939044","20999419.8137 RBTC"
"3,156,540","2021/03/04 20:22:39 +02:00","1614882159","20999419.8047 RBTC"
"3,152,655","2021/03/03 10:33:03 +02:00","1614760383","20999419.7612 RBTC"
"3,149,285","2021/03/02 05:24:12 +02:00","1614655452","20999419.7759 RBTC"
"3,148,195","2021/03/01 19:33:03 +02:00","1614619983","20999419.7867 RBTC"
"3,142,186","2021/02/27 15:45:36 +02:00","1614433536","20999419.7997 RBTC"
"3,134,196","2021/02/24 19:09:12 +02:00","1614186552","20999419.8244 RBTC"
"3,132,712","2021/02/24 06:21:32 +02:00","1614140492","20999423.8241 RBTC"
"3,129,100","2021/02/22 22:03:44 +02:00","1614024224","20999423.1789 RBTC"
"3,129,106","2021/02/22 22:06:55 +02:00","1614024415","20999424.3789 RBTC"
"3,122,254","2021/02/20 11:00:47 +02:00","1613811647","20999423.1789 RBTC"
"3,114,892","2021/02/17 18:09:16 +02:00","1613578156","20999423.1689 RBTC"
"3,107,954","2021/02/15 06:25:07 +02:00","1613363107","20999423.1601 RBTC"
"3,106,722","2021/02/14 19:49:09 +02:00","1613324949","20999423.1741 RBTC"
"3,105,990","2021/02/14 13:34:16 +02:00","1613302456","20999422.1741 RBTC"
"3,103,053","2021/02/13 12:19:16 +02:00","1613211556","20999422.0741 RBTC"
"3,103,055","2021/02/13 12:21:07 +02:00","1613211667","20999422.0741 RBTC"
"3,102,754","2021/02/13 09:45:28 +02:00","1613202328","20999421.9741 RBTC"
"3,102,688","2021/02/13 09:12:04 +02:00","1613200324","20999421.9891 RBTC"
"3,102,254","2021/02/13 05:33:31 +02:00","1613187211","20999425.9890 RBTC"
"3,100,716","2021/02/12 16:23:36 +02:00","1613139816","20999426.1890 RBTC"
"3,097,956","2021/02/11 16:27:37 +02:00","1613053657","20999423.8153 RBTC"
"3,095,150","2021/02/10 15:52:04 +02:00","1612965124","20999424.9727 RBTC"
"3,095,151","2021/02/10 15:52:59 +02:00","1612965179","20999424.7732 RBTC"
"3,095,152","2021/02/10 15:53:19 +02:00","1612965199","20999424.6735 RBTC"
"3,095,153","2021/02/10 15:54:10 +02:00","1612965250","20999424.4739 RBTC"
"3,095,158","2021/02/10 15:57:26 +02:00","1612965446","20999424.3741 RBTC"
"3,095,138","2021/02/10 15:45:29 +02:00","1612964729","20999426.3691 RBTC"
"3,095,143","2021/02/10 15:48:34 +02:00","1612964914","20999426.2694 RBTC"
"3,095,144","2021/02/10 15:48:50 +02:00","1612964930","20999426.1696 RBTC"
"3,095,145","2021/02/10 15:49:29 +02:00","1612964969","20999425.9702 RBTC"
"3,095,146","2021/02/10 15:50:10 +02:00","1612965010","20999425.6710 RBTC"
"3,095,147","2021/02/10 15:50:43 +02:00","1612965043","20999425.4713 RBTC"
"3,095,148","2021/02/10 15:50:56 +02:00","1612965056","20999425.3716 RBTC"
"3,095,149","2021/02/10 15:51:25 +02:00","1612965085","20999425.2719 RBTC"
"3,094,282","2021/02/10 08:33:16 +02:00","1612938796","20999426.7480 RBTC"
"3,092,758","2021/02/09 19:22:29 +02:00","1612891349","20999427.2928 RBTC"
"3,092,768","2021/02/09 19:27:45 +02:00","1612891665","20999427.2928 RBTC"
"3,092,040","2021/02/09 12:57:54 +02:00","1612868274","20999427.2928 RBTC"
"3,091,461","2021/02/09 07:56:57 +02:00","1612850217","20999427.8306 RBTC"
"3,090,126","2021/02/08 20:09:17 +02:00","1612807757","20999427.7001 RBTC"
"3,089,542","2021/02/08 14:57:25 +02:00","1612789045","20999428.0021 RBTC"
"3,085,434","2021/02/07 00:57:26 +02:00","1612652246","20999428.1611 RBTC"
"3,084,729","2021/02/06 18:06:45 +02:00","1612627605","20999428.3392 RBTC"
"3,082,045","2021/02/05 16:48:45 +02:00","1612536525","20999428.3052 RBTC"
"3,079,829","2021/02/04 20:02:26 +02:00","1612461746","20999428.3567 RBTC"
"3,077,752","2021/02/04 00:57:16 +02:00","1612393036","20999428.3237 RBTC"
"3,075,763","2021/02/03 06:37:03 +02:00","1612327023","20999428.8436 RBTC"
"3,074,104","2021/02/02 15:36:11 +02:00","1612272971","20999429.3735 RBTC"
"3,073,814","2021/02/02 12:57:41 +02:00","1612263461","20999429.6233 RBTC"
"3,071,317","2021/02/01 13:48:19 +02:00","1612180099","20999429.8731 RBTC"
"3,070,994","2021/02/01 10:57:37 +02:00","1612169857","20999430.1230 RBTC"
"3,069,387","2021/01/31 20:25:09 +02:00","1612117509","20999430.1723 RBTC"
"3,065,789","2021/01/30 11:12:21 +02:00","1611997941","20999436.2678 RBTC"
"3,065,805","2021/01/30 11:21:04 +02:00","1611998464","20999431.7478 RBTC"
"3,055,132","2021/01/26 08:33:33 +02:00","1611642813","20999443.7478 RBTC"
"3,054,538","2021/01/26 03:16:26 +02:00","1611623786","20999445.7477 RBTC"
"3,053,631","2021/01/25 18:33:14 +02:00","1611592394","20999445.7277 RBTC"
"3,047,914","2021/01/23 15:05:21 +02:00","1611407121","20999445.7527 RBTC"
"3,043,411","2021/01/21 22:13:34 +02:00","1611260014","20999445.3025 RBTC"
"3,042,439","2021/01/21 13:00:28 +02:00","1611226828","20999445.2925 RBTC"
"3,038,854","2021/01/20 03:27:28 +02:00","1611106048","20999445.3139 RBTC"
"3,030,678","2021/01/17 01:09:17 +02:00","1610838557","20999445.3059 RBTC"
"3,029,752","2021/01/16 16:48:26 +02:00","1610808506","20999446.3059 RBTC"
"3,025,116","2021/01/14 22:56:54 +02:00","1610657814","20999448.8326 RBTC"
"3,020,206","2021/01/13 02:09:23 +02:00","1610496563","20999448.8225 RBTC"
"3,017,055","2021/01/11 21:09:52 +02:00","1610392192","20999449.8024 RBTC"
"3,012,292","2021/01/10 02:12:43 +02:00","1610237563","20999449.8223 RBTC"
"3,012,247","2021/01/10 01:49:06 +02:00","1610236146","20999449.5992 RBTC"
"3,012,252","2021/01/10 01:51:19 +02:00","1610236279","20999449.5992 RBTC"
"3,012,257","2021/01/10 01:53:18 +02:00","1610236398","20999449.5992 RBTC"
"3,012,261","2021/01/10 01:56:11 +02:00","1610236571","20999449.5992 RBTC"
"3,012,264","2021/01/10 01:57:45 +02:00","1610236665","20999449.5992 RBTC"
"3,005,614","2021/01/07 12:21:25 +02:00","1610014885","20999449.5992 RBTC"
"3,005,242","2021/01/07 08:50:52 +02:00","1610002252","20999450.6464 RBTC"
"3,005,249","2021/01/07 08:54:50 +02:00","1610002490","20999450.6483 RBTC"
"3,004,022","2021/01/06 21:33:12 +02:00","1609961592","20999450.6375 RBTC"
"3,003,618","2021/01/06 17:45:10 +02:00","1609947910","20999450.6483 RBTC"
"3,003,555","2021/01/06 17:09:20 +02:00","1609945760","20999450.7483 RBTC"
"2,993,600","2021/01/02 22:18:57 +02:00","1609618737","20999450.7583 RBTC"
"2,986,372","2020/12/31 05:24:43 +02:00","1609385083","20999450.7293 RBTC"
"2,985,877","2020/12/31 01:09:25 +02:00","1609369765","20999451.2292 RBTC"
"2,984,202","2020/12/30 09:45:28 +02:00","1609314328","20999453.2290 RBTC"
"2,981,222","2020/12/29 07:09:21 +02:00","1609218561","20999453.7289 RBTC"
"2,968,359","2020/12/24 11:09:14 +02:00","1608800954","20999453.7397 RBTC"
"2,966,468","2020/12/23 18:00:22 +02:00","1608739222","20999453.7757 RBTC"
"2,966,189","2020/12/23 15:21:20 +02:00","1608729680","20999453.7877 RBTC"
"2,960,739","2020/12/21 14:12:30 +02:00","1608552750","20999458.7873 RBTC"
"2,955,972","2020/12/19 18:36:22 +02:00","1608395782","20999458.7973 RBTC"
"2,953,324","2020/12/18 18:57:24 +02:00","1608310644","20999460.1565 RBTC"
"2,950,744","2020/12/17 19:21:04 +02:00","1608225664","20999467.3763 RBTC"
"2,950,752","2020/12/17 19:24:53 +02:00","1608225893","20999460.2563 RBTC"
"2,950,607","2020/12/17 18:09:22 +02:00","1608221362","20999505.0063 RBTC"
"2,949,858","2020/12/17 11:22:40 +02:00","1608196960","20999513.2563 RBTC"
"2,947,399","2020/12/16 12:36:16 +02:00","1608114976","20999523.0883 RBTC"
"2,947,400","2020/12/16 12:36:44 +02:00","1608115004","20999513.2483 RBTC"
"2,947,394","2020/12/16 12:33:12 +02:00","1608114792","20999531.8883 RBTC"
"2,946,732","2020/12/16 06:33:17 +02:00","1608093197","20999559.6283 RBTC"
"2,946,751","2020/12/16 06:45:14 +02:00","1608093914","20999541.8283 RBTC"
"2,942,210","2020/12/14 14:33:28 +02:00","1607949208","20999567.2183 RBTC"
"2,942,098","2020/12/14 13:36:34 +02:00","1607945794","20999582.6783 RBTC"
"2,942,160","2020/12/14 14:09:21 +02:00","1607947761","20999575.8583 RBTC"
"2,925,840","2020/12/08 13:45:24 +02:00","1607427924","20999594.2183 RBTC"
"2,924,677","2020/12/08 03:05:54 +02:00","1607389554","20999594.2632 RBTC"
"2,922,759","2020/12/07 09:57:27 +02:00","1607327847","20999594.2604 RBTC"
"2,922,666","2020/12/07 09:09:50 +02:00","1607324990","20999594.2753 RBTC"
"2,922,488","2020/12/07 07:33:18 +02:00","1607319198","20999594.2871 RBTC"
"2,920,361","2020/12/06 12:21:27 +02:00","1607250087","20999597.9993 RBTC"
"2,897,572","2020/11/27 22:57:46 +02:00","1606510666","20999598.0190 RBTC"
"2,897,082","2020/11/27 18:33:28 +02:00","1606494808","20999597.9840 RBTC"
"2,894,361","2020/11/26 17:57:44 +02:00","1606406264","20999598.7805 RBTC"
"2,871,328","2020/11/17 21:59:13 +02:00","1605643153","20999613.7805 RBTC"
"2,871,282","2020/11/17 21:33:36 +02:00","1605641616","20999613.7672 RBTC"
"2,860,485","2020/11/13 20:48:56 +02:00","1605293336","20999614.7672 RBTC"
"2,860,363","2020/11/13 19:45:47 +02:00","1605289547","20999614.7591 RBTC"
"2,840,202","2020/11/06 08:56:30 +02:00","1604645790","20999614.7511 RBTC"
"2,838,703","2020/11/05 19:34:00 +02:00","1604597640","20999614.4511 RBTC"
"2,837,377","2020/11/05 07:54:23 +02:00","1604555663","20999614.4511 RBTC"
"2,824,091","2020/10/31 10:22:23 +02:00","1604132543","20999623.1496 RBTC"
"2,811,865","2020/10/26 19:36:38 +02:00","1603733798","20999623.1095 RBTC"
"2,805,049","2020/10/24 06:18:24 +02:00","1603513104","20999623.1357 RBTC"
"2,803,501","2020/10/23 16:36:16 +02:00","1603463776","20999622.9795 RBTC"
"2,801,216","2020/10/22 20:12:40 +02:00","1603390360","20999622.9895 RBTC"
"2,793,561","2020/10/19 21:21:35 +02:00","1603135295","20999622.9995 RBTC"
"2,787,493","2020/10/17 13:09:25 +02:00","1602932965","20999622.5995 RBTC"
"2,762,663","2020/10/08 07:48:14 +02:00","1602136094","20999622.3995 RBTC"
"2,758,584","2020/10/06 19:54:17 +02:00","1602006857","20999642.3995 RBTC"
"2,757,302","2020/10/06 08:19:05 +02:00","1601965145","20999642.3995 RBTC"
"2,749,288","2020/10/03 07:40:02 +02:00","1601703602","20999662.3995 RBTC"
"2,747,844","2020/10/02 18:36:07 +02:00","1601656567","20999662.4095 RBTC"
"2,742,289","2020/09/30 15:33:11 +02:00","1601472791","20999662.4250 RBTC"
"2,741,906","2020/09/30 12:09:47 +02:00","1601460587","20999682.4250 RBTC"
"2,740,431","2020/09/29 22:12:09 +02:00","1601410329","20999692.4347 RBTC"
"2,739,627","2020/09/29 14:39:28 +02:00","1601383168","20999712.4347 RBTC"
"2,736,137","2020/09/28 06:51:35 +02:00","1601268695","20999712.4447 RBTC"
"2,729,068","2020/09/25 14:48:34 +02:00","1601038114","20999712.6515 RBTC"
"2,727,387","2020/09/24 23:20:37 +02:00","1600982437","20999732.6515 RBTC"
"2,719,189","2020/09/21 20:37:33 +02:00","1600713453","20999730.2915 RBTC"
"2,718,158","2020/09/21 11:03:04 +02:00","1600678984","20999730.2775 RBTC"
"2,692,109","2020/09/11 20:41:03 +02:00","1599849663","20999730.2963 RBTC"
"2,686,005","2020/09/09 16:30:35 +02:00","1599661835","20999729.7963 RBTC"
"2,679,446","2020/09/07 08:55:21 +02:00","1599461721","20999729.5463 RBTC"
"6,916","2018/01/05 11:24:26 +02:00","1515144266","20999999.9844 RBTC"
"13,191","2018/01/06 13:33:15 +02:00","1515238395","20999999.6853 RBTC"
"265,169","2018/03/20 05:36:44 +02:00","1521517004","20999999.6353 RBTC"
"267,460","2018/03/21 04:12:46 +02:00","1521598366","20999999.4353 RBTC"
"273,841","2018/03/23 18:54:36 +02:00","1521824076","20999999.1853 RBTC"
"391,959","2018/05/11 10:18:34 +02:00","1526026714","20999998.8413 RBTC"
"394,571","2018/05/12 12:03:34 +02:00","1526119414","20999998.6416 RBTC"
"2,649,526","2020/08/27 16:24:09 +02:00","1598538249","20999729.5363 RBTC"
"503,420","2018/06/19 07:57:19 +02:00","1529387839","20999998.3476 RBTC"
"533,729","2018/06/30 15:07:26 +02:00","1530364046","20999997.3477 RBTC"
"533,767","2018/06/30 15:29:16 +02:00","1530365356","20999997.3377 RBTC"
"537,511","2018/07/01 21:50:08 +02:00","1530474608","20999996.3477 RBTC"
"593,839","2018/07/21 10:03:48 +02:00","1532160228","20999996.3368 RBTC"
"596,598","2018/07/22 09:06:19 +02:00","1532243179","20999996.3218 RBTC"
"2,627,168","2020/08/19 20:55:29 +02:00","1597863329","20999729.5463 RBTC"
"615,577","2018/07/29 02:33:47 +02:00","1532824427","20999994.3198 RBTC"
"644,963","2018/08/08 12:53:08 +02:00","1533725588","20999993.3198 RBTC"
"2,527,550","2020/07/15 18:37:01 +02:00","1594831021","20999744.9169 RBTC"
"2,584,512","2020/08/04 20:54:23 +02:00","1596567263","20999744.5460 RBTC"
"2,606,659","2020/08/12 14:09:30 +02:00","1597234170","20999734.5460 RBTC"
"732,464","2018/09/09 09:30:23 +02:00","1536478223","20999993.3298 RBTC"
"744,431","2018/09/13 15:28:50 +02:00","1536845330","20999995.3326 RBTC"
"781,519","2018/09/27 15:06:12 +02:00","1538053572","20999995.3216 RBTC"
"798,333","2018/10/04 02:54:30 +02:00","1538614470","20999995.3116 RBTC"
"801,866","2018/10/05 11:15:44 +02:00","1538730944","20999995.2116 RBTC"
"817,973","2018/10/11 19:18:25 +02:00","1539278305","20999994.9035 RBTC"
"825,629","2018/10/14 18:54:27 +02:00","1539536067","20999993.9035 RBTC"
"893,748","2018/11/10 12:27:04 +02:00","1541845624","20999993.8925 RBTC"
"894,063","2018/11/10 15:27:47 +02:00","1541856467","20999993.7923 RBTC"
"898,996","2018/11/12 13:33:15 +02:00","1542022395","20999983.7933 RBTC"
"899,095","2018/11/12 14:31:17 +02:00","1542025877","20999963.7953 RBTC"
"899,116","2018/11/12 14:42:22 +02:00","1542026542","20999943.7973 RBTC"
"899,144","2018/11/12 14:57:17 +02:00","1542027437","20999933.7983 RBTC"
"906,251","2018/11/15 09:03:08 +02:00","1542265388","20999915.7983 RBTC"
"906,472","2018/11/15 11:00:01 +02:00","1542272401","20999906.7983 RBTC"
"908,086","2018/11/16 01:34:17 +02:00","1542324857","20999897.7983 RBTC"
"909,959","2018/11/16 18:00:15 +02:00","1542384015","20999888.7983 RBTC"
"909,989","2018/11/16 18:15:18 +02:00","1542384918","20999879.7983 RBTC"
"909,994","2018/11/16 18:18:15 +02:00","1542385095","20999870.7983 RBTC"
"910,120","2018/11/16 19:27:18 +02:00","1542389238","20999861.7983 RBTC"
"913,290","2018/11/18 00:15:35 +02:00","1542492935","20999813.7983 RBTC"
"913,422","2018/11/18 01:30:08 +02:00","1542497408","20999783.7983 RBTC"
"913,580","2018/11/18 02:57:19 +02:00","1542502639","20999733.7983 RBTC"
"936,512","2018/11/26 15:50:15 +02:00","1543240215","20999746.6983 RBTC"
"959,808","2018/12/05 09:48:09 +02:00","1543996089","20999746.6983 RBTC"
"959,826","2018/12/05 09:56:13 +02:00","1543996573","20999763.5577 RBTC"
"1,011,958","2018/12/25 03:15:38 +02:00","1545700538","20999748.7871 RBTC"
"1,055,519","2019/01/11 11:46:05 +02:00","1547199965","20999760.4997 RBTC"
"1,056,089","2019/01/11 17:08:12 +02:00","1547219292","20999804.7863 RBTC"
"1,101,747","2019/01/29 19:28:04 +02:00","1548782884","20999781.1243 RBTC"
"1,120,392","2019/02/06 05:27:04 +02:00","1549423624","20999771.2536 RBTC"
"1,151,296","2019/02/18 12:24:13 +02:00","1550485453","20999783.6578 RBTC"
"1,174,026","2019/02/27 09:59:20 +02:00","1551254360","20999793.2759 RBTC"
"1,212,680","2019/03/14 15:27:11 +02:00","1552570031","20999793.2659 RBTC"
"1,283,799","2019/04/11 03:18:20 +02:00","1554945500","20999782.6525 RBTC"
"1,329,760","2019/04/28 08:20:53 +02:00","1556432453","20999802.6511 RBTC"
"1,397,604","2019/05/23 12:51:31 +02:00","1558608691","20999800.6511 RBTC"
"1,409,647","2019/05/27 23:06:33 +02:00","1558991193","20999800.6365 RBTC"
"1,434,360","2019/06/05 11:11:24 +02:00","1559725884","20999813.1479 RBTC"
"1,502,801","2019/06/29 02:58:54 +02:00","1561769934","20999844.1479 RBTC"
"1,533,554","2019/07/10 15:33:46 +02:00","1562765626","20999874.1079 RBTC"
"1,541,896","2019/07/13 17:12:20 +02:00","1563030740","20999950.6581 RBTC"
"1,644,854","2019/08/21 15:30:28 +02:00","1566394228","20999944.6581 RBTC"
"1,704,693","2019/09/13 09:30:09 +02:00","1568359809","20999944.6481 RBTC"
