,Date,No. of BTC Traded per month,Open,High,Low,Close,Volume,Market Cap,circulating supply,Total Value Locked (TVL)
321,"August 11, 2021",262437,45600,46736,45352,45594,34319709073,856398622622,11965552578,72
322,"August 10, 2021",260968,46281,46638,44706,45585,33546019517,856195142352,11896226280,72
323,"August 09, 2021",252660,43792,46457,42849,46365,38734079049,870805373889,11714580900,74
324,"August 08, 2021",191623,44574,45282,43332,43798,36302664750,822545074286,8392704154,98
325,"August 07, 2021",212229,42833,44690,42619,44556,40030862141,836730623772,9456075324,88
326,"August 06, 2021",260810,40866,43272,39932,42816,38226483046,804022903682,11166840960,72
327,"August 05, 2021",246175,39745,41342,37458,40870,35185031017,767423192906,10061172250,76
328,"August 04, 2021",239596,38213,39952,37589,39748,25372562724,746313542791,9523461808,78
329,"August 03, 2021",246198,39178,39750,37782,38153,26189830450,716341544145,9393192294,76
330,"August 02, 2021",239277,39907,40419,38746,39202,25595265436,735995665489,9380136954,78
331,"August 01, 2021",185157,41461,42542,39541,39975,26688438115,750472428208,7401651075,101
332,"July 31, 2021",207348,42196,42231,41111,41626,25802845343,781431379811,8631067848,91
333,"July 30, 2021",255417,40027,42236,38397,42236,33072782960,792829863258,10787792412,73
334,"July 29, 2021",262612,39995,40593,39352,40008,27167146027,750980784072,10506580896,71
335,"July 28, 2021",251223,39503,40816,38862,39996,38702404695,750706646107,10047915108,75
336,"July 27, 2021",255221,37276,39407,36442,39407,35097370560,739612127373,10057493947,74
337,"July 26, 2021",261950,35384,40500,35287,37338,51022126212,700734471386,9780689100,72
338,"July 25, 2021",174535,34290,35365,33882,35350,20856685287,663401935103,6169812250,108
339,"July 24, 2021",198091,33594,34490,33425,34292,21664706865,643518528651,6792936572,95
340,"July 23, 2021",231130,32306,33582,32058,33582,22552046192,630147722704,7761807660,81
341,"July 22, 2021",230282,32139,32576,31745,32313,19555230518,606316858335,7441102266,81
342,"July 21, 2021",235680,29796,32752,29526,32111,28203024559,602489309202,7567920480,80
343,"July 20, 2021",230509,30838,31006,29361,29807,23148267245,559244324356,6870781763,81
344,"July 19, 2021",226803,31800,31886,30564,30818,20434789545,578178147283,6989614854,83
345,"July 18, 2021",161122,31534,32399,31215,31797,18787986667,596513309277,5123196234,116
346,"July 17, 2021",182047,31397,31936,31224,31533,18895018942,591536476392,5740488051,103
347,"July 16, 2021",223466,31842,32218,31101,31422,23699476918,589415807378,7021748652,84
348,"July 15, 2021",226234,32828,33160,31176,31781,21300524237,596124462729,7189942754,83
349,"July 14, 2021",236217,32724,33061,31639,32822,21376531210,615635042692,7753114374,79
350,"July 13, 2021",229916,33125,33327,32261,32702,19120856669,613343664760,7518713032,82
351,"July 12, 2021",220269,34254,34592,32697,33156,24321499537,621827984940,7303238964,85
352,"July 11, 2021",166144,33509,34585,33347,34240,20108729370,642138104626,5688770560,113
353,"July 10, 2021",187263,33811,34209,33116,33521,22971873468,628615338753,6277243023,100
354,"July 09, 2021",227511,32862,34042,32319,33798,27436021028,633784072787,7689416778,82
355,"July 08, 2021",230719,33890,33908,32133,32877,29910396946,616492852697,7585348563,81
356,"July 07, 2021",221227,34226,34998,33839,33855,24796027477,634802817185,7489640085,85
357,"July 06, 2021",228279,33724,35039,33600,34235,26501259870,641899161594,7815131565,82
358,"July 05, 2021",223760,35284,35284,33214,33746,26721554282,632696207200,7551004960,84
359,"July 04, 2021",171850,34666,35938,34396,35288,24924307911,661574836315,6064242800,109
360,"July 03, 2021",237463,33854,34909,33403,34669,24383958643,649939701346,8232604747,79
361,"July 02, 2021",188568,33550,33940,32771,33897,38728974942,635450784106,6391889496,99
362,"July 01, 2021",230253,35036,35036,32884,33572,37838957079,629339325298,7730053716,81
363,"June 30, 2021",218734,35908,36075,34086,35041,34059036099,656852513238,7664658094,86
364,"June 29, 2021",205616,34476,36542,34252,35868,37901460044,672333423402,7375034688,91
365,"June 28, 2021",217898,34679,35220,33902,34434,33892523752,645442759493,7503099732,86
366,"June 27, 2021",124640,32288,34656,32072,34650,35511640894,649461677014,4318776000,150
367,"June 26, 2021",181628,31595,32638,30184,32186,38585385521,603276028309,5845878808,103
368,"June 25, 2021",218245,34659,35487,31351,31638,40230904226,592978211189,6904835310,86
369,"June 24, 2021",233278,33683,35229,32385,34662,33123368116,649643997441,8085882036,80
370,"June 23, 2021",232704,32516,34753,31773,33723,46317108925,632011278436,7847476992,81
371,"June 22, 2021",196523,31622,33292,28894,32506,58964353058,609180639390,6388176638,95
372,"June 21, 2021",205050,35641,35722,31296,31677,52809038594,593627575887,6495368850,91
373,"June 20, 2021",167249,35563,36059,33432,35698,36664034054,668968868770,5970454802,112
374,"June 19, 2021",187042,35855,36458,34933,35616,31207279719,667400859261,6661687872,100
375,"June 18, 2021",222918,38099,38187,35256,35787,36200887275,670589444851,7977566466,84
376,"June 17, 2021",237725,38341,39514,37440,38054,37096670047,713025631758,9046387150,79
377,"June 16, 2021",252937,40169,40517,38176,38347,39211635100,718494773612,9699375139,74
378,"June 15, 2021",241861,40427,41295,39609,40406,46420149185,757029874725,9772635566,77
379,"June 14, 2021",242416,39017,40978,38757,40218,43148914673,753471062534,9749486688,77
380,"June 13, 2021",187098,35556,39323,34864,39098,40669112838,732465659892,7315157604,100
381,"June 12, 2021",222774,37340,37409,34728,35553,37924228550,666018173753,7920284022,84
382,"June 11, 2021",216502,36697,37609,36044,37334,38699736985,699368729838,8082885668,87
383,"June 10, 2021",252983,37390,38334,35848,36703,43576032854,687509421226,9285235049,74
384,"June 09, 2021",210911,33417,37537,32476,37345,53972919008,699516138698,7876471295,89
385,"June 08, 2021",246906,33590,34017,31114,33473,49902050442,626954944879,8264684538,76
386,"June 07, 2021",235479,35835,36791,33481,33561,33683936663,628572961759,7902910719,80
387,"June 06, 2021",185305,35539,36436,35305,35862,28913440585,671652557855,6645407910,101
388,"June 05, 2021",194580,36880,37918,34900,35552,35959473399,665804639833,6917708160,96
389,"June 04, 2021",236672,39242,39242,35718,36894,41831090187,690915072093,8731776768,79
390,"June 03, 2021",255621,37599,39479,37244,39209,35460750427,734224332239,10022643789,73
391,"June 02, 2021",250589,36700,38231,35966,37575,33070867190,703599671425,9415881675,75
392,"June 01, 2021",234561,37294,37897,35787,36685,34639423297,686891021225,8604870285,80
393,"May 31, 2021",226469,35659,37468,34242,37333,39009847639,698990486185,8454767177,83
394,"May 30, 2021",179795,34607,36401,33521,35678,31646080921,667976638398,6414726010,104
395,"May 29, 2021",198332,35684,37234,33694,34616,45231013335,648061013208,6865460512,94
396,"May 28, 2021",218311,38507,38857,34779,35698,55200191952,668283930067,7793266078,86
397,"May 27, 2021",214035,39317,40380,37248,38437,43210968721,719538129128,8226863295,87
398,"May 26, 2021",230753,38393,40782,37906,39294,51346735160,735556411166,9067208382,81
399,"May 25, 2021",233644,38796,39776,36581,38402,56211915803,718829377408,8972396888,80
400,"May 24, 2021",234755,34700,39835,34551,38706,67359584098,724332072424,9086427030,80
401,"May 23, 2021",194320,37531,38289,31227,34771,78469274361,650686270744,6756700720,96
402,"May 22, 2021",223800,37371,38831,35384,37537,57377273240,702449253648,8400780600,84
403,"May 21, 2021",226351,40597,42172,33616,37305,82051616861,698108789817,8444024055,83
404,"May 20, 2021",228039,36754,42463,35051,40783,88281943359,763195929022,9300114537,82
405,"May 19, 2021",263419,42945,43546,30682,37002,126358098747,692452570147,9747029838,71
406,"May 18, 2021",221018,43488,45812,42368,42909,56187365084,802974346863,9483661362,85
407,"May 17, 2021",250910,46416,46624,42207,43538,74903638450,814701646509,10924119580,75
408,"May 16, 2021",219435,46717,49720,43963,46456,64047871555,869279076502,10194072360,85
409,"May 15, 2021",232099,49855,50640,46664,46760,59161047474,874931019742,10852949240,81
410,"May 14, 2021",266055,49683,51438,48869,49881,55737497453,933276901265,13271089455,70
411,"May 13, 2021",276472,49735,51331,46980,49716,96721152926,930161010060,13745081952,68
412,"May 12, 2021",300452,56715,57939,49151,49151,75215403907,919527847950,14767516252,62
413,"May 11, 2021",312115,55847,56873,54609,56705,61308396325,1060790877192,17698481075,60
414,"May 10, 2021",303297,58251,59519,54071,55860,71776546298,1044927337818,16942170420,62
415,"May 09, 2021",247866,58877,59211,56482,58232,65906690347,1089244557676,14433732912,75
416,"May 08, 2021",274691,57353,59465,56975,58804,65382980634,1099863941004,16152929564,68
417,"May 07, 2021",307988,56414,58607,55322,57356,68434023376,1072727435210,17664959728,61
418,"May 06, 2021",311380,57441,58363,55383,56397,69523285106,1054714918675,17560897860,60
419,"May 05, 2021",309774,53252,57911,52969,57424,69241316747,1073873012867,17788462176,60
420,"May 04, 2021",300824,57214,57214,53191,53334,68564706967,997324142593,16044147216,62
421,"May 03, 2021",287007,56620,58973,56591,57200,51713139031,1069563935453,16416800400,65
422,"May 02, 2021",235214,57826,57903,56142,56631,38177405335,1058862005057,13320404034,79
423,"May 01, 2021",262991,57715,58448,57052,57828,42836427360,1081174515343,15208243548,71
424,"April 30, 2021",289389,53569,57901,53130,57750,52395931985,1079669884320,16712214750,65
425,"April 29, 2021",259465,54858,55116,52418,53555,46088929780,1001193634072,13895648075,72
426,"April 28, 2021",277126,55037,56227,53888,54825,48000572955,1024888208734,15193432950,67
427,"April 27, 2021",298109,54030,55417,53319,55033,49448222757,1028733359592,16405832597,63
428,"April 26, 2021",240687,49078,54288,48853,54022,58284039825,1009780042661,13002393114,78
429,"April 25, 2021",241041,50053,50506,47159,49004,46117114240,915955943256,11811973164,78
430,"April 24, 2021",290690,51143,51168,48805,50051,49014494781,935471648213,14549325190,64
431,"April 23, 2021",295731,51740,52121,47715,51094,86668667320,954919230092,15110079714,63
432,"April 22, 2021",274610,53857,55410,50584,51762,74798630778,967372472375,14214362820,68
433,"April 21, 2021",226021,56471,56758,53695,53906,54926612466,1007389534360,12183888026,83
434,"April 20, 2021",279977,55682,57062,53448,56473,67849323955,1055323526514,15811141121,67
435,"April 19, 2021",208413,56192,57520,54369,55724,65344865159,1041287672154,11613606012,90
436,"April 18, 2021",274735,60702,61057,52830,56216,97468872758,1050445401610,15444502760,68
437,"April 17, 2021",194580,61530,62572,60361,60684,66138759198,1133882479237,11807892720,96
438,"April 16, 2021",219704,63259,63595,60223,61573,84293007468,1150457156740,13527834392,85
439,"April 15, 2021",359440,63075,63822,62209,63314,60954381579,1182945492744,22757584160,52
440,"April 14, 2021",297494,63524,64863,61555,63110,77451779687,1179061093980,18774846340,63
441,"April 13, 2021",310213,59890,63742,59870,63503,69983454362,1186364044140,19699456139,60
442,"April 12, 2021",291369,60176,61253,59590,59893,51828688519,1118871072069,17450963517,64
443,"April 11, 2021",253449,59846,60791,59290,60205,46280252580,1124635848775,15258897045,74
444,"April 10, 2021",299086,58254,61277,58039,59793,58238470525,1116889802872,17883249198,62
445,"April 09, 2021",324720,58327,58937,57808,58245,46655208546,1087911057870,18913316400,58
446,"April 08, 2021",278534,56100,58339,55879,58324,53053855641,1089334328139,16245217016,67
447,"April 07, 2021",321319,58187,58731,55604,56049,75645303584,1046793054753,18009608631,58
448,"April 06, 2021",309565,59172,59480,57647,58192,66058027988,1086769183295,18014206480,60
449,"April 05, 2021",289046,58761,59891,57695,59058,60706272115,1102880790089,17070478668,65
450,"April 04, 2021",246007,57605,58914,57169,58759,50749662970,1097232660348,14455125313,76
451,"April 03, 2021",281717,59397,60110,57604,57604,59641344484,1075617261180,16228026068,66
452,"April 02, 2021",305788,59099,60267,58869,59384,58727860620,1108813863083,18158914592,61
453,"April 01, 2021",311939,58927,59586,58505,59096,61669163792,1103377830758,18434347144,60
454,"March 31, 2021",332749,58930,59930,57726,58919,65520826225,1100016786763,19605238331,56
455,"March 30, 2021",321090,57750,59447,57252,58918,54414116432,1099939890804,18917980620,58
456,"March 29, 2021",303305,55948,58342,55139,57750,57625587027,1078088296477,17515863750,62
457,"March 28, 2021",286272,55975,56610,55071,55951,47686580918,1044446559059,16017204672,65
458,"March 27, 2021",293772,55138,56568,54243,55974,47266542233,1044814147412,16443593928,64
459,"March 26, 2021",320603,51683,55137,51580,55137,56652197978,1029150697411,17677087611,58
460,"March 25, 2021",301970,52727,53392,50857,51704,67999812841,965028762666,15613056880,62
461,"March 24, 2021",316848,54710,57262,52514,52774,70567223787,984948142898,16721336352,59
462,"March 23, 2021",295622,54512,55985,53471,54739,56435023914,1021563479682,16182052658,63
463,"March 22, 2021",240816,57518,58471,54288,54529,56521454974,1017595269117,13131455664,77
464,"March 21, 2021",281903,58310,58768,56006,57523,51943414539,1073417235408,16215906269,66
465,"March 20, 2021",315236,58332,60031,58213,58314,50361731222,1088105221978,18382672104,59
466,"March 19, 2021",336009,57850,59498,56644,58347,49063873786,1088666450746,19605117123,56
467,"March 18, 2021",290992,58893,60116,54254,57859,55746041000,1079511086884,16836506128,64
468,"March 17, 2021",320003,56826,58970,54529,58871,60258313191,1098337655327,18838896613,58
469,"March 16, 2021",295528,55841,56833,53555,56805,59749798599,1059745818423,16787468040,63
470,"March 15, 2021",305873,59267,60541,55393,55907,66419369890,1042946024860,17100441811,61
471,"March 14, 2021",276396,61221,61598,59302,59302,43901225564,1106226132525,16390835592,67
472,"March 13, 2021",320219,57343,61684,56218,61243,60669829814,1142369158667,19611172217,58
473,"March 12, 2021",293603,57821,57997,55377,57332,55689944702,1069366321844,16832847196,64
474,"March 11, 2021",342810,55963,58091,54485,57805,56772343595,1078135604118,19816132050,54
475,"March 10, 2021",299563,54824,57258,53291,56009,57295577614,1044580057477,16778224067,62
476,"March 09, 2021",294404,52273,54824,51982,54824,50912227385,1022439972862,16140404896,63
477,"March 08, 2021",259411,51174,52314,49506,52247,48597428048,974321883623,13553446517,72
478,"March 07, 2021",288225,48919,51384,48919,51207,43137459378,954880954585,14759137575,65
479,"March 06, 2021",315342,48899,49147,47258,48912,34363564661,912054166029,15424007904,59
480,"March 05, 2021",291094,48527,49396,46543,48927,48625928883,912285065720,14242356138,64
481,"March 04, 2021",333137,50522,51735,47657,48561,52343816680,905414104807,16177465857,56
482,"March 03, 2021",340865,48416,52535,48274,50538,53220811975,942236576905,17226635370,55
483,"March 02, 2021",278838,49612,50128,47229,48379,47530897720,901933683269,13489903602,67
484,"March 01, 2021",252630,45160,49784,45115,49631,53891300112,925235527882,12538279530,74
485,"February 28, 2021",322915,46194,46716,43242,45138,53443887451,841428977515,14575737270,58
486,"February 27, 2021",305288,46345,48253,45269,46188,45910946382,860978135421,14100642144,61
487,"February 26, 2021",329006,47180,48371,44455,46340,350967941479,863752275053,15246138040,57
488,"February 25, 2021",354417,49709,51949,47094,47094,54506565949,877766126138,16690914198,53
489,"February 24, 2021",288138,48835,51290,47214,49705,63695521388,926393090751,14321899290,65
490,"February 23, 2021",284252,54205,54205,45291,48824,106102492824,909925854460,13878319648,66
491,"February 22, 2021",272147,57533,57533,48968,54207,92052420332,1010205212981,14752272429,68
492,"February 21, 2021",321878,56069,58331,55673,57540,51897585191,1072263294725,18520860120,58
493,"February 20, 2021",340397,55887,57505,54627,56100,68145460026,1045371087640,19096271700,55
494,"February 19, 2021",317583,51676,56114,50937,55888,63495496918,1041380696669,17749078704,59
495,"February 18, 2021",318347,52141,52474,51016,51680,52054723579,962915078024,16452172960,59
496,"February 17, 2021",293837,49207,52534,49072,52149,80820545404,971611626454,15323305713,63
497,"February 16, 2021",312433,47944,50341,47201,49200,77049582886,916623418254,15371703600,60
498,"February 15, 2021",297189,48697,48876,46347,47945,77069903166,893210080039,14248726605,63
499,"February 14, 2021",333341,47115,49488,47115,48717,71248675228,907551330153,16239373497,56
500,"February 13, 2021",347389,47491,48048,46392,47106,70250456155,877478894464,16364106234,54
501,"February 12, 2021",301990,47877,48746,46425,47505,76555041196,884874050612,14346034950,62
502,"February 11, 2021",340879,44899,48463,44188,47909,81388911810,892364856136,16331172011,55
503,"February 10, 2021",359931,46470,47146,43881,44918,87301089896,836616907527,16167380658,52
504,"February 09, 2021",341081,46185,48004,45167,46481,91809846886,865682956619,15853785961,55
505,"February 08, 2021",286963,38887,46204,38076,46196,101467222687,860342706260,13256542748,65
506,"February 07, 2021",328241,39250,39622,37446,38903,65500641143,724478833211,12769559623,57
507,"February 06, 2021",360230,38138,40847,38138,39266,71326033653,731192490093,14144791180,52
508,"February 05, 2021",367696,36932,38226,36659,38144,58598066402,710266752534,14025396224,51
509,"February 04, 2021",345914,37475,38592,36318,36926,68838074392,687542752523,12773220364,54
510,"February 03, 2021",363550,35511,37480,35444,37472,61166818159,697672910488,13622945600,51
511,"February 02, 2021",283586,33533,35897,33489,35510,63088585433,661114581664,10070138860,66
512,"February 01, 2021",287226,33115,34638,32384,33537,61400400660,624349044409,9632698362,65
513,"January 31, 2021",313201,34271,34288,32270,33114,52754542671,616452744533,10371337914,59
514,"January 30, 2021",339729,34296,34835,32940,34270,65141828798,637924573284,11642512830,55
515,"January 29, 2021",325304,34319,38406,32065,34316,117894572511,638768671362,11163132064,57
516,"January 28, 2021",323740,30441,33858,30023,33466,76517157706,622910073820,10834282840,57
517,"January 27, 2021",336084,32564,32564,29367,30433,62576762015,566417413554,10228044372,55
518,"January 26, 2021",313098,32359,32795,31030,32570,60255421470,606169260387,10197601860,59
519,"January 25, 2021",254248,32286,34803,32088,32366,59897054838,602350097075,8228990768,73
520,"January 24, 2021",303476,32064,32944,31107,32289,48643830599,600888568010,9798936564,61
521,"January 23, 2021",326812,32986,33361,31493,32068,48354737975,596733137645,10480207216,57
522,"January 22, 2021",288593,30818,33812,28953,33006,77207272511,614160521492,9525300558,64
523,"January 21, 2021",315657,35549,35553,30251,30826,75643067688,573565664943,9730442682,59
524,"January 20, 2021",326515,36050,36378,33570,35548,66834573161,661400102161,11606955220,57
525,"January 19, 2021",314018,36642,37756,36070,36070,57244195486,671081200700,11326629260,59
526,"January 18, 2021",269005,35792,37299,34884,36630,49511702429,681470030572,9853653150,69
527,"January 17, 2021",308568,36164,36722,34069,35791,52359854336,665831621391,11043957288,60
528,"January 16, 2021",345208,36822,37864,35634,36178,57706187875,673000645231,12488935024,54
529,"January 15, 2021",338700,39157,39578,34660,36825,67760757881,685005864471,12472627500,55
530,"January 14, 2021",320223,37325,39966,36869,39187,63615990033,728904366964,12548578701,58
531,"January 13, 2021",336498,33915,37600,32585,37316,69364315979,694069582194,12556759368,55
532,"January 12, 2021",333595,35516,36569,32698,33923,74773277909,630920422745,11316543185,56
533,"January 11, 2021",332763,38347,38347,30550,35567,123320567399,661457321418,11835381621,56
534,"January 10, 2021",319061,40254,41420,35985,38356,79980747690,713304617761,12237903716,58
535,"January 09, 2021",358588,40789,41436,38981,40255,61984162837,748563483043,14434959940,52
536,"January 08, 2021",402293,39382,41947,36839,40798,88107519480,758625941267,16412749814,46
537,"January 07, 2021",398632,36834,40180,36491,39371,84762141031,732062681138,15694540472,47
538,"January 06, 2021",355125,34014,36880,33514,36824,75289433811,684671246324,13077123000,52
539,"January 05, 2021",371038,31977,34438,30221,33992,67547324782,631980005970,12612323696,50
540,"January 04, 2021",359799,32811,33440,28723,31972,81163475344,594384025391,11503493628,52
541,"January 03, 2021",297746,32129,34609,32052,32782,78665235202,609409213147,9760709372,62
542,"January 02, 2021",261467,29376,33155,29091,32127,67865420765,597205944669,8400150309,71
543,"January 01, 2021",338610,28994,29601,28804,29374,40730301359,546001594838,9946330140,55
